i,date,sport,mkt,matchup,side,path,hcTier,agsTier,odds,units,outcome,profit,meanPct,top2Pct,meanClv,nHighPct,nElite,pctEdge,opposed,S1,S5,S8,S8b,S9,forWallets
89,2026-06-07,MLB,ml,2026-06-07_MLB_oak_hou,Houston Astros,UNTIERED,,LOCK,-105,1,LOSS,-1,59,59,2.19,0,1,-3.2,Y,CUT,CUT,CUT,CUT,CUT,4c64aa:59%
90,2026-06-07,MLB,ml,2026-06-07_MLB_sea_det,Detroit Tigers,UNTIERED,,LEAN,-112,0.5,WIN,0.45,55.6,55.6,2.68,0,1,-16.1,Y,CUT,CUT,CUT,CUT,CUT,491f30:56%
91,2026-06-07,MLB,ml,2026-06-07_MLB_sfg_chc,San Francisco Giants,UNTIERED,,WEAK,113,0.25,WIN,0.28,77.1,77.1,-0.03,1,0,11.7,Y,KEEP,KEEP,CUT,KEEP,KEEP,972768:77%
92,2026-06-07,MLB,ml,2026-06-07_MLB_tbr_mia,Miami Marlins,UNTIERED,,LOCK,-102,1,WIN,0.98,59,59,2.19,0,1,-7.5,Y,CUT,CUT,CUT,CUT,CUT,4c64aa:59%
93,2026-06-07,MLB,ml,2026-06-07_MLB_wsh_ari,Arizona Diamondbacks,UNTIERED,,LEAN,-132,0.5,WIN,0.38,66.3,66.3,3.84,1,2,-1.3,Y,KEEP,KEEP,KEEP,KEEP,CUT,"913987:74%,4c64aa:59%"
94,2026-06-07,MLB,spread,2026-06-07_MLB_pit_atl_spread,Pittsburgh Pirates,UNTIERED,,PREMIUM,-155,3,WIN,1.94,66,66,2.7,2,2,,Y,KEEP,KEEP,KEEP,KEEP,KEEP,"1e8f33:66%,70135d:66%"
95,2026-06-07,MLB,total,2026-06-07_MLB_bos_nyy_total,Over 8,UNTIERED,,LEAN,-111,0.5,LOSS,-0.5,69.3,70.7,2.07,3,3,15.9,Y,KEEP,KEEP,KEEP,KEEP,KEEP,"7923c4:74%,12ad50:68%,70135d:66%"
96,2026-06-07,MLB,total,2026-06-07_MLB_cin_stl_total,Over 9.5,UNTIERED,,PREMIUM,-110,3,LOSS,-3,69.1,69.1,3.28,2,2,,N,KEEP,KEEP,KEEP,KEEP,KEEP,"b19a27:73%,1e8f33:66%"
97,2026-06-07,MLB,total,2026-06-07_MLB_cws_phi_total,Under 9.5,UNTIERED,,PREMIUM,-110,3,LOSS,-3,56.4,56.4,1.69,0,1,,N,CUT,CUT,CUT,CUT,CUT,"491f30:56%,cd2f63:57%"
98,2026-06-07,MLB,total,2026-06-07_MLB_kcr_min_total,Over 8.5,UNTIERED,,WEAK,-115,0.25,WIN,0.22,63.6,63.6,-5.28,1,0,-6.4,Y,KEEP,CUT,CUT,KEEP,CUT,e05213:64%
99,2026-06-07,MLB,total,2026-06-07_MLB_laa_lad_total,Under 8.5,UNTIERED,,LEAN,-110,0.5,LOSS,-0.5,77.1,77.1,-0.03,1,0,,N,KEEP,KEEP,CUT,KEEP,KEEP,972768:77%
100,2026-06-07,MLB,total,2026-06-07_MLB_mil_col_total,Over 11.5,UNTIERED,,LOCK,-110,1,WIN,0.91,66.7,69,1.61,3,3,-6.3,Y,KEEP,KEEP,KEEP,KEEP,CUT,"dcafd2:62%,7923c4:74%,8ec926:64%"
101,2026-06-07,MLB,total,2026-06-07_MLB_oak_hou_total,Over 9.5,UNTIERED,,ELITE,-110,5,LOSS,-5,67.7,67.7,2.66,1,1,10.5,Y,KEEP,KEEP,CUT,KEEP,KEEP,eeabaf:68%
102,2026-06-07,MLB,total,2026-06-07_MLB_sfg_chc_total,Over 7.5,UNTIERED,,PREMIUM,-113,3,LOSS,-3,62.2,66.6,0.97,2,2,-4.3,Y,KEEP,KEEP,KEEP,KEEP,CUT,"10c684:53%,1e8f33:66%,eeabaf:68%"
103,2026-06-07,MLB,total,2026-06-07_MLB_tbr_mia_total,Under 8.5,UNTIERED,,ELITE,-103,5,WIN,4.85,64.6,64.6,2.26,1,2,-1.9,Y,KEEP,CUT,KEEP,KEEP,CUT,"7923c4:74%,491f30:56%"
104,2026-06-07,MLB,total,2026-06-07_MLB_wsh_ari_total,Under 8.5,UNTIERED,,LEAN,-110,0.5,WIN,0.45,77.1,77.1,-0.03,1,0,,N,KEEP,KEEP,CUT,KEEP,KEEP,972768:77%
105,2026-06-08,MLB,ml,2026-06-08_MLB_bos_tbr,Boston Red Sox,UNTIERED,,PREMIUM,-109,3,LOSS,-3,61.4,66.5,3.28,4,5,,N,KEEP,KEEP,KEEP,KEEP,KEEP,"4c64aa:59%,f2d227:49%,1e8f33:65%,c289a0:62%,5b1e50:67%,70135d:66%"
106,2026-06-08,MLB,ml,2026-06-08_MLB_cin_sdp,San Diego Padres,UNTIERED,,PREMIUM,-132,3,WIN,2.27,69.1,75.3,2.93,3,3,0.7,Y,KEEP,KEEP,KEEP,KEEP,KEEP,"913987:76%,4c64aa:59%,2f2a9e:75%,5b1e50:67%"
107,2026-06-08,MLB,ml,2026-06-08_MLB_hou_laa,Houston Astros,UNTIERED,,PREMIUM,-130,3,WIN,2.31,62.1,62.1,2.26,1,2,-4.4,Y,KEEP,CUT,KEEP,KEEP,CUT,"1e8f33:65%,4c64aa:59%"
108,2026-06-08,MLB,ml,2026-06-08_MLB_mil_oak,Milwaukee Brewers,UNTIERED,,PREMIUM,-150,3,WIN,2,66.4,70,1.08,2,2,2,Y,KEEP,KEEP,KEEP,KEEP,KEEP,"1e8f33:65%,4c64aa:59%,2f2a9e:75%"
109,2026-06-08,MLB,ml,2026-06-08_MLB_nyy_cle,Cleveland Guardians,UNTIERED,,LOCK,-124,1,LOSS,-1,65.4,72.8,3.37,3,3,-1.1,Y,KEEP,KEEP,KEEP,KEEP,CUT,"8c1eae:60%,2f2a9e:75%,491f30:56%,9a69c2:71%"
110,2026-06-08,MLB,ml,2026-06-08_MLB_wsh_sfg,Washington Nationals,UNTIERED,,PREMIUM,151,1.5,WIN,2.27,68.1,68.1,2.73,1,1,1.9,Y,KEEP,KEEP,CUT,KEEP,KEEP,eeabaf:68%
111,2026-06-08,NBA,ml,2026-06-08_NBA_sas_nyk,Knicks,UNTIERED,,WEAK,-124,0.25,LOSS,-0.25,58.2,73.3,1.7,5,4,-8.8,Y,CUT,KEEP,KEEP,CUT,CUT,"10c684:51%,6bd96a:65%,78e8f1:56%,2d2ca8:74%,6c78fd:27%,b839b3:50%,4a0563:56%,4edc5b:73%,769c38:67%,7f00bc:65%,cd2f63:57%"
112,2026-06-08,NBA,spread,2026-06-08_NBA_sas_nyk_spread,Spurs,UNTIERED,,ELITE,-115,5,WIN,4.35,65.7,65.7,6.28,1,1,,N,KEEP,KEEP,CUT,KEEP,KEEP,"de3f67:74%,cd2f63:57%"
113,2026-06-08,MLB,total,2026-06-08_MLB_cin_sdp_total,Under 7.5,UNTIERED,,PREMIUM,-101,3,LOSS,-3,68.1,68.1,2.73,1,1,1.6,Y,KEEP,KEEP,CUT,KEEP,KEEP,eeabaf:68%
114,2026-06-08,MLB,total,2026-06-08_MLB_hou_laa_total,Over 9.5,UNTIERED,,PREMIUM,-117,3,PUSH,0,68.7,70.9,3.28,4,4,-4.1,Y,KEEP,KEEP,KEEP,KEEP,CUT,"7923c4:74%,5b1e50:67%,70135d:66%,eeabaf:68%"
115,2026-06-08,MLB,total,2026-06-08_MLB_nyy_cle_total,Over 7.5,UNTIERED,,PREMIUM,102,2.5,WIN,2.55,68,68,5,2,2,-1.7,Y,KEEP,KEEP,KEEP,KEEP,CUT,"913987:76%,8c1eae:60%"
116,2026-06-08,MLB,total,2026-06-08_MLB_wsh_sfg_total,Under 8,UNTIERED,,ELITE,101,2.5,WIN,2.52,63.6,63.6,-5.28,1,0,-2.8,Y,KEEP,CUT,CUT,KEEP,CUT,e05213:64%
117,2026-06-08,NBA,total,2026-06-08_NBA_sas_nyk_total,Under 216,UNTIERED,,LOCK,-108,1,LOSS,-1,63.2,66.3,1.87,2,2,,N,KEEP,KEEP,KEEP,KEEP,KEEP,"70135d:66%,bc3532:66%,cd2f63:57%"
118,2026-06-09,MLB,ml,2026-06-09_MLB_ari_mia,Arizona Diamondbacks,UNTIERED,,WEAK,118,0.25,LOSS,-0.25,68.4,75.3,1.27,4,3,1.5,Y,KEEP,KEEP,KEEP,KEEP,KEEP,"913987:76%,10c684:52%,7923c4:73%,2f2a9e:75%,70135d:66%"
119,2026-06-09,MLB,ml,2026-06-09_MLB_atl_cws,Atlanta Braves,UNTIERED,,LEAN,-152,0.5,LOSS,-0.5,66.7,70.7,1.23,2,2,,N,KEEP,KEEP,KEEP,KEEP,KEEP,"4c64aa:59%,2f2a9e:75%,70135d:66%"
120,2026-06-09,MLB,ml,2026-06-09_MLB_bos_tbr,Boston Red Sox,UNTIERED,,LOCK,-116,1,LOSS,-1,59.7,65,2.88,2,3,,N,CUT,KEEP,KEEP,CUT,KEEP,"4c64aa:59%,f2d227:50%,c289a0:64%,70135d:66%"
121,2026-06-09,MLB,ml,2026-06-09_MLB_chc_col,Chicago Cubs,UNTIERED,,LOCK,-143,1,LOSS,-1,58.8,58.8,2.04,0,1,,N,CUT,CUT,CUT,CUT,CUT,4c64aa:59%
122,2026-06-09,MLB,ml,2026-06-09_MLB_cin_sdp,Cincinnati Reds,UNTIERED,,ELITE,-122,5,WIN,4.1,62.7,62.7,1.66,1,1,,N,KEEP,CUT,CUT,KEEP,CUT,"eeabaf:68%,cd2f63:57%"
123,2026-06-09,MLB,ml,2026-06-09_MLB_hou_laa,Houston Astros,UNTIERED,,WEAK,-120,0.25,LOSS,-0.25,58.8,58.8,2.04,0,1,-4.4,Y,CUT,CUT,CUT,CUT,CUT,4c64aa:59%
124,2026-06-09,MLB,ml,2026-06-09_MLB_lad_pit,Pittsburgh Pirates,UNTIERED,,LOCK,-118,1,LOSS,-1,58.8,58.8,2.04,0,1,-16.2,Y,CUT,CUT,CUT,CUT,CUT,4c64aa:59%
125,2026-06-09,MLB,ml,2026-06-09_MLB_mil_oak,Athletics,UNTIERED,,ELITE,-105,5,WIN,4.76,52.6,52.6,2.16,0,0,,N,CUT,CUT,CUT,CUT,CUT,491f30:53%
126,2026-06-09,MLB,ml,2026-06-09_MLB_min_det,Minnesota Twins,UNTIERED,,PREMIUM,113,2.5,LOSS,-2.5,58.8,58.8,2.04,0,1,-7.5,Y,CUT,CUT,CUT,CUT,CUT,4c64aa:59%
127,2026-06-09,MLB,ml,2026-06-09_MLB_nyy_cle,New York Yankees,UNTIERED,,LEAN,-116,0.5,WIN,0.43,63.5,66.8,1.39,2,2,,N,KEEP,KEEP,KEEP,KEEP,KEEP,"0f9d74:70%,1e8f33:63%,cd2f63:57%"
128,2026-06-09,MLB,ml,2026-06-09_MLB_phi_tor,Toronto Blue Jays,UNTIERED,,ELITE,100,2.5,WIN,2.5,52.6,52.6,2.16,0,0,-14.9,Y,CUT,CUT,CUT,CUT,CUT,491f30:53%
129,2026-06-09,MLB,ml,2026-06-09_MLB_sea_bal,Baltimore Orioles,UNTIERED,,LOCK,105,1,LOSS,-1,66.7,74.2,-0.5,2,1,0.4,Y,KEEP,KEEP,CUT,KEEP,KEEP,"7923c4:73%,10c684:52%,2f2a9e:75%"
130,2026-06-09,MLB,ml,2026-06-09_MLB_tex_kcr,Texas Rangers,UNTIERED,,LOCK,-124,1,LOSS,-1,58.8,58.8,2.04,0,1,-11.8,Y,CUT,CUT,CUT,CUT,CUT,4c64aa:59%
131,2026-06-09,MLB,spread,2026-06-09_MLB_chc_col_spread,Colorado Rockies,UNTIERED,,PREMIUM,-117,3,WIN,2.56,63.2,63.2,2.06,1,1,6.4,Y,KEEP,CUT,CUT,KEEP,CUT,1e8f33:63%
132,2026-06-09,NHL,spread,2026-06-09_NHL_car_vgk_spread,Hurricanes,UNTIERED,,PREMIUM,215,1,WIN,2.15,70.6,70.6,1.59,2,2,,N,KEEP,KEEP,KEEP,KEEP,KEEP,"4d2125:75%,bc3532:66%"
133,2026-06-09,MLB,total,2026-06-09_MLB_ari_mia_total,Over 7.5,UNTIERED,,ELITE,-115,5,WIN,4.35,75.6,75.6,4.91,1,1,9.3,Y,KEEP,KEEP,CUT,KEEP,KEEP,913987:76%
134,2026-06-09,MLB,total,2026-06-09_MLB_bos_tbr_total,Over 7.5,UNTIERED,,LOCK,-110,1,LOSS,-1,63.2,63.2,1.03,1,1,,N,KEEP,CUT,CUT,KEEP,CUT,a10ff5:63%
135,2026-06-09,MLB,total,2026-06-09_MLB_chc_col_total,Under 12.5,UNTIERED,,LEAN,-110,0.5,WIN,0.45,75.6,75.6,4.91,1,1,10.8,Y,KEEP,KEEP,CUT,KEEP,KEEP,913987:76%
136,2026-06-09,MLB,total,2026-06-09_MLB_min_det_total,Over 8.5,UNTIERED,,PREMIUM,-110,3,WIN,2.73,62.7,62.7,1.66,1,1,-6.3,Y,KEEP,CUT,CUT,KEEP,CUT,"eeabaf:68%,cd2f63:57%"
137,2026-06-09,MLB,total,2026-06-09_MLB_phi_tor_total,Under 7.5,UNTIERED,,ELITE,-110,5,WIN,4.55,63.6,63.6,-5.28,1,0,-8.5,Y,KEEP,CUT,CUT,KEEP,CUT,e05213:64%
138,2026-06-09,NHL,total,2026-06-09_NHL_car_vgk_total,Under 5.5,UNTIERED,,ELITE,-115,5,LOSS,-5,67.7,67.7,5.15,2,2,,N,KEEP,KEEP,KEEP,KEEP,KEEP,"4d2125:75%,dfa240:60%"
139,2026-06-10,MLB,ml,2026-06-10_MLB_atl_cws,Atlanta Braves,UNTIERED,,PREMIUM,-148,3,LOSS,-3,61,61,1.66,1,1,-5.6,Y,KEEP,CUT,CUT,KEEP,CUT,1e8f33:61%
140,2026-06-10,MLB,ml,2026-06-10_MLB_bos_tbr,Boston Red Sox,UNTIERED,,LOCK,136,1,LOSS,-1,64.9,73,0.9,5,4,-3.5,Y,KEEP,KEEP,KEEP,KEEP,CUT,"7923c4:73%,a8c991:71%,4c64aa:58%,f2d227:52%,c289a0:61%,12ad50:73%,2f2a9e:67%"
141,2026-06-10,MLB,ml,2026-06-10_MLB_chc_col,Chicago Cubs,UNTIERED,,LOCK,-172,1,LOSS,-1,56.4,56.4,0.12,0,1,,N,CUT,CUT,CUT,CUT,CUT,"10c684:54%,4c64aa:58%"
142,2026-06-10,MLB,ml,2026-06-10_MLB_cin_sdp,Cincinnati Reds,UNTIERED,,LEAN,136,0.5,LOSS,-0.5,73.1,73.1,1.8,1,1,9.5,Y,KEEP,KEEP,CUT,KEEP,KEEP,7923c4:73%
143,2026-06-10,MLB,ml,2026-06-10_MLB_hou_laa,Los Angeles Angels,UNTIERED,,WEAK,-117,0.25,WIN,0.21,65.6,65.6,3.33,1,2,4.3,Y,KEEP,KEEP,KEEP,KEEP,KEEP,"63fc82:55%,913987:76%"
144,2026-06-10,MLB,ml,2026-06-10_MLB_lad_pit,Pittsburgh Pirates,UNTIERED,,LOCK,166,1,WIN,1.66,73.1,73.1,1.8,1,1,5.2,Y,KEEP,KEEP,CUT,KEEP,KEEP,7923c4:73%
145,2026-06-10,MLB,ml,2026-06-10_MLB_mil_oak,Milwaukee Brewers,UNTIERED,,ELITE,-104,5,LOSS,-5,61,61,1.66,1,1,,N,KEEP,CUT,CUT,KEEP,CUT,1e8f33:61%
146,2026-06-10,MLB,ml,2026-06-10_MLB_min_det,Minnesota Twins,UNTIERED,,LOCK,146,1,WIN,1.46,58.3,58.3,1.75,0,1,-8.3,Y,CUT,CUT,CUT,CUT,CUT,4c64aa:58%
147,2026-06-10,MLB,ml,2026-06-10_MLB_sea_bal,Baltimore Orioles,UNTIERED,,PREMIUM,103,2.5,WIN,2.58,54.5,54.5,1.03,0,0,,N,CUT,CUT,CUT,CUT,CUT,"491f30:52%,cd2f63:57%"
148,2026-06-10,MLB,ml,2026-06-10_MLB_stl_nym,New York Mets,UNTIERED,,LOCK,-127,1,LOSS,-1,58.3,58.3,1.75,0,1,-12.7,Y,CUT,CUT,CUT,CUT,CUT,4c64aa:58%
149,2026-06-10,MLB,ml,2026-06-10_MLB_tex_kcr,Texas Rangers,UNTIERED,,LOCK,-120,1,WIN,0.83,58.3,58.3,1.75,0,1,,N,CUT,CUT,CUT,CUT,CUT,4c64aa:58%
150,2026-06-10,MLB,ml,2026-06-10_MLB_wsh_sfg,Washington Nationals,UNTIERED,,ELITE,-106,5,LOSS,-5,67.6,67.6,1.04,1,1,-0.3,Y,KEEP,KEEP,CUT,KEEP,CUT,"4c64aa:58%,972768:77%"
151,2026-06-10,NBA,ml,2026-06-10_NBA_sas_nyk,Spurs,UNTIERED,,WEAK,115,0.25,LOSS,-0.25,63.3,68.8,4.01,5,4,1.4,Y,KEEP,KEEP,KEEP,KEEP,KEEP,"2e8da5:71%,0eb6ef:60%,4a0563:56%,710c2e:61%,769c38:67%,bc3532:66%"
152,2026-06-10,MLB,total,2026-06-10_MLB_ari_mia_total,Over 8.5,UNTIERED,,PREMIUM,-110,3,LOSS,-3,63,63,1.18,2,1,-7.5,Y,KEEP,CUT,CUT,KEEP,CUT,"bc44b0:65%,1e8f33:61%"
153,2026-06-10,MLB,total,2026-06-10_MLB_bos_tbr_total,Over 7.5,UNTIERED,,LOCK,-110,1,WIN,0.91,62.1,62.1,0.97,1,0,,N,KEEP,CUT,CUT,KEEP,CUT,a10ff5:62%
154,2026-06-10,MLB,total,2026-06-10_MLB_chc_col_total,Under 12.5,UNTIERED,,ELITE,-110,5,WIN,4.55,52.4,52.4,1.68,0,0,,N,CUT,CUT,CUT,CUT,CUT,491f30:52%
155,2026-06-10,MLB,total,2026-06-10_MLB_hou_laa_total,Over 8.5,UNTIERED,,ELITE,-110,5,LOSS,-5,52.4,52.4,1.68,0,0,,N,CUT,CUT,CUT,CUT,CUT,491f30:52%
156,2026-06-10,MLB,total,2026-06-10_MLB_lad_pit_total,Over 7.5,UNTIERED,,ELITE,-110,5,WIN,4.55,52.4,52.4,1.68,0,0,-18.1,Y,CUT,CUT,CUT,CUT,CUT,491f30:52%
157,2026-06-10,MLB,total,2026-06-10_MLB_nyy_cle_total,Over 7.5,UNTIERED,,PREMIUM,-110,3,WIN,2.73,67.7,73.3,2.79,2,2,,N,KEEP,KEEP,KEEP,KEEP,KEEP,"913987:76%,cd2f63:57%,5b1e50:71%"
158,2026-06-10,MLB,total,2026-06-10_MLB_stl_nym_total,Over 8.5,UNTIERED,,PREMIUM,-101,3,WIN,2.97,74.5,74.5,3.17,2,2,8.1,Y,KEEP,KEEP,KEEP,KEEP,KEEP,"913987:76%,7923c4:73%"
159,2026-06-10,MLB,total,2026-06-10_MLB_tex_kcr_total,Under 9.5,UNTIERED,,PREMIUM,-110,3,LOSS,-3,61,61,1.66,1,1,,N,KEEP,CUT,CUT,KEEP,CUT,1e8f33:61%
160,2026-06-10,MLB,total,2026-06-10_MLB_wsh_sfg_total,Under 8.5,UNTIERED,,ELITE,-104,5,LOSS,-5,76.8,76.8,0.32,1,0,10.3,Y,KEEP,KEEP,CUT,KEEP,KEEP,972768:77%
161,2026-06-10,NBA,total,2026-06-10_NBA_sas_nyk_total,Under 216.5,UNTIERED,,WEAK,-104,0.25,WIN,0.24,59.1,68.6,-0.97,5,3,-18.1,Y,CUT,KEEP,KEEP,CUT,CUT,"2e8da5:71%,a1684d:48%,8366f5:38%,70135d:66%,710c2e:61%,bc3532:66%,bc44b0:65%"
162,2026-06-11,MLB,ml,2026-06-11_MLB_ari_mia,Arizona Diamondbacks,UNTIERED,,LOCK,112,1,LOSS,-1,75.6,78,3.82,3,3,10,Y,KEEP,KEEP,KEEP,KEEP,KEEP,"0f9d74:71%,ad88a3:82%,5b1e50:74%"
163,2026-06-11,MLB,ml,2026-06-11_MLB_atl_cws,Atlanta Braves,UNTIERED,,LEAN,-120,0.5,PUSH,0,66.3,68.6,2.83,4,3,,N,KEEP,KEEP,KEEP,KEEP,KEEP,"1e8f33:62%,2f2a9e:67%,70135d:66%,9a69c2:71%"
164,2026-06-11,MLB,ml,2026-06-11_MLB_chc_col,Colorado Rockies,UNTIERED,,ELITE,0,5,LOSS,-5,77.6,77.6,0.38,1,0,,N,KEEP,KEEP,CUT,KEEP,KEEP,972768:78%
165,2026-06-11,MLB,ml,2026-06-11_MLB_lad_pit,Los Angeles Dodgers,UNTIERED,,LEAN,-175,0.5,WIN,0.29,70,70,3.85,1,2,-0.6,Y,KEEP,KEEP,KEEP,KEEP,CUT,"4c64aa:58%,ad88a3:82%"
166,2026-06-11,MLB,ml,2026-06-11_MLB_sea_bal,Seattle Mariners,UNTIERED,,LEAN,-111,0.5,LOSS,-0.5,58.1,58.1,1.46,0,1,,N,CUT,CUT,CUT,CUT,CUT,4c64aa:58%
167,2026-06-11,MLB,ml,2026-06-11_MLB_stl_nym,New York Mets,UNTIERED,,ELITE,-131,5,WIN,3.82,48,48,-0.51,0,0,-24.5,Y,CUT,CUT,CUT,CUT,CUT,491f30:48%
168,2026-06-11,MLB,ml,2026-06-11_MLB_tex_kcr,Texas Rangers,UNTIERED,,LOCK,-101,1,WIN,0.99,63,66.2,2.68,2,2,-8.7,Y,KEEP,KEEP,KEEP,KEEP,CUT,"10c684:57%,1e8f33:62%,9a69c2:71%"
169,2026-06-11,MLB,spread,2026-06-11_MLB_atl_cws_spread,Atlanta Braves,UNTIERED,,PREMIUM,138,2.5,PUSH,0,60.3,66.5,0.58,2,1,,N,KEEP,KEEP,CUT,KEEP,KEEP,"2f2a9e:67%,491f30:48%,70135d:66%"
170,2026-06-11,MLB,total,2026-06-11_MLB_tex_kcr_total,Under 10.5,UNTIERED,,WEAK,-110,0.25,WIN,0.23,62.8,62.8,1.04,1,1,-4.7,Y,KEEP,CUT,CUT,KEEP,CUT,"10c684:57%,eeabaf:69%"
171,2026-06-11,NHL,total,2026-06-11_NHL_vgk_car_total,Under 6,UNTIERED,,LEAN,-103,0.5,PUSH,0,65.7,69,4.49,2,3,-1,Y,KEEP,KEEP,KEEP,KEEP,CUT,"4d2125:78%,c2aeea:60%,dfa240:59%"
172,2026-06-12,MLB,ml,2026-06-12_MLB_atl_nym,New York Mets,UNTIERED,,ELITE,-114,5,WIN,4.39,42.9,42.9,-1.5,0,0,-30.2,Y,CUT,CUT,CUT,CUT,CUT,491f30:43%
173,2026-06-12,MLB,ml,2026-06-12_MLB_chc_sfg,San Francisco Giants,UNTIERED,,PREMIUM,-110,3,LOSS,-3,50.5,50.5,-1.74,0,0,-25.2,Y,CUT,CUT,CUT,CUT,CUT,"491f30:43%,2f2a9e:58%"
174,2026-06-12,MLB,ml,2026-06-12_MLB_col_oak,Athletics,UNTIERED,,LEAN,-210,0.5,WIN,0.24,58.1,58.1,-0.33,0,1,,N,CUT,CUT,CUT,CUT,CUT,"4c64aa:58%,2f2a9e:58%"
175,2026-06-12,MLB,ml,2026-06-12_MLB_det_cle,Detroit Tigers,UNTIERED,,WEAK,105,0.25,LOSS,-0.25,65,68.4,3.86,2,3,,N,KEEP,KEEP,KEEP,KEEP,KEEP,"4c64aa:58%,70135d:66%,9a69c2:71%"
176,2026-06-12,MLB,ml,2026-06-12_MLB_hou_kcr,Houston Astros,UNTIERED,,LOCK,-110,1,WIN,0.91,60.7,60.7,-0.01,1,1,-5.6,Y,KEEP,CUT,CUT,KEEP,CUT,"1e8f33:63%,2f2a9e:58%"
177,2026-06-12,MLB,ml,2026-06-12_MLB_lad_cws,Chicago White Sox,UNTIERED,,ELITE,123,2.5,WIN,3.08,78,78,0.38,1,0,11.7,Y,KEEP,KEEP,CUT,KEEP,KEEP,972768:78%
