date,sport,mkt,matchup,side,agsTier,units,staked,outcome,top2Pct,meanPct,nFor,forWallets
2026-06-22,MLB,ML,"Houston Astros @ Toronto Blue Jays",home,ELITE,3,1,WIN,68.57,68.57,1,"eeabaf:69%"
2026-06-23,MLB,ML,"Atlanta Braves @ San Diego Padres",away,PREMIUM,3,1,LOSS,74.47,66.8,6,"bc35e3:78%,5b1e50:70%"
2026-06-23,MLB,ML,"Baltimore Orioles @ Los Angeles Angels",away,PREMIUM,3,1,LOSS,69.65,60.79,4,"5b1e50:70%,eeabaf:69%"
2026-06-24,MLB,ML,"Atlanta Braves @ San Diego Padres",away,PREMIUM,3,1,LOSS,73.79,59.61,8,"bc35e3:78%,0f9d74:70%"
2026-06-24,MLB,ML,"Boston Red Sox @ Colorado Rockies",home,PREMIUM,4,1,WIN,65.07,65.07,2,"ad88a3:71%,4c64aa:59%"
2026-06-24,SOC,ML,"Haiti @ Morocco",home,PREMIUM,4,1,WIN,72.5,64.81,8,"12192c:75%,bc44b0:70%"
2026-06-25,SOC,ML,"Germany @ Ecuador",away,LOCK,1,1,LOSS,86.75,62.2,21,"95eb4c:89%,47cab2:85%"
2026-06-25,SOC,ML,"Netherlands @ Tunisia",away,ELITE,4,1,WIN,71.47,58.18,9,"11381f:74%,0f9d74:69%"
2026-06-25,SOC,ML,"United States @ Türkiye",away,WEAK,4,1,LOSS,83.73,61.24,10,"95eb4c:89%,43020b:79%"
2026-06-26,MLB,ML,"Atlanta Braves @ San Francisco Giants",away,PREMIUM,4,1,WIN,53.83,53.83,2,"4c64aa:57%,2f2a9e:50%"
2026-06-26,SOC,ML,"Belgium @ New Zealand",away,ELITE,4,1,WIN,68.19,59.19,3,"bc44b0:69%,5b1e50:67%"
2026-06-26,SOC,ML,"Spain @ Uruguay",away,LEAN,6,1,WIN,75.56,61.17,15,"bc35e3:77%,af1697:74%"
2026-06-26,SOC,ML,"France @ Norway",away,WEAK,4,1,WIN,70.98,51.67,12,"95eb4c:73%,bc44b0:69%"
2026-06-26,SOC,ML,"IR Iran @ Egypt",home,LEAN,1.5,1,LOSS,82.56,64.13,4,"99059d:100%,de3f67:65%"
2026-06-26,SOC,ML,"Saudi Arabia @ Cabo Verde",home,WEAK,1.5,1,LOSS,68.27,60.62,8,"0f9d74:68%,4d2125:68%"
2026-06-27,MLB,ML,"Chicago Cubs @ Milwaukee Brewers",home,WEAK,3,1,LOSS,57.79,57.79,2,"5b1e50:65%,1e8f33:50%"
2026-06-27,MLB,ML,"Cincinnati Reds @ Pittsburgh Pirates",away,WEAK,4,1,WIN,58.79,58.79,2,"eeabaf:67%,1e8f33:50%"
2026-06-27,MLB,ML,"Kansas City Royals @ Chicago White Sox",away,ELITE,1,1,LOSS,85.03,75.71,4,"daf4de:100%,bc44b0:70%"
2026-06-27,MLB,ML,"Athletics @ Los Angeles Angels",away,LOCK,4,1,LOSS,56.97,56.97,1,"4c64aa:57%"
2026-06-27,MLB,ML,"Philadelphia Phillies @ New York Mets",home,LOCK,4,1,WIN,85.03,72.33,5,"daf4de:100%,bc44b0:70%"
2026-06-27,MLB,ML,"Texas Rangers @ Toronto Blue Jays",home,PREMIUM,4,1,LOSS,67.88,64.24,3,"ad88a3:70%,5b1e50:65%"
2026-06-27,SOC,ML,"Argentina @ Jordan",away,ELITE,4,1,WIN,69.6,62.8,3,"2d2ca8:74%,5b1e50:65%"
2026-06-27,SOC,ML,"England @ Panama",away,ELITE,5,1,WIN,63.94,53.08,5,"5b1e50:65%,946418:63%"
2026-06-27,SOC,ML,"Ghana @ Croatia",home,WEAK,3,1,WIN,70.6,54.6,11,"2d2ca8:74%,eeabaf:67%"
2026-06-27,SOC,ML,"Uzbekistan @ DR Congo",home,LEAN,5,1,WIN,68.73,60.3,4,"bc44b0:70%,eeabaf:67%"
2026-06-28,MLB,ML,"Athletics @ Los Angeles Angels",away,PREMIUM,5,1,LOSS,66.1,59.22,4,"ad88a3:68%,5b1e50:64%"
2026-06-28,MLB,ML,"Texas Rangers @ Toronto Blue Jays",away,LOCK,4,1,WIN,66.97,66.09,3,"0f9d74:67%,eeabaf:67%"
2026-06-28,SOC,ML,"Canada @ South Africa",away,ELITE,1,1,WIN,79.1,59.1,20,"348973:79%,f9e3d0:79%"
2026-06-29,MLB,ML,"San Francisco Giants @ Arizona Diamondbacks",home,WEAK,4,1,WIN,56.5,56.5,2,"5b1e50:64%,b839b3:49%"
2026-06-29,SOC,ML,"Japan @ Brazil",home,WEAK,4,1,WIN,69.37,50.72,16,"99059d:71%,0f9d74:67%"
2026-06-29,SOC,ML,"Paraguay @ Germany",home,LEAN,5,1,LOSS,73.06,55.03,8,"af1697:75%,99059d:71%"
2026-06-30,MLB,ML,"Chicago White Sox @ Baltimore Orioles",away,PREMIUM,4,1,WIN,60.05,56.88,3,"7703d4:64%,cd2f63:56%"
2026-06-30,MLB,ML,"Los Angeles Angels @ Seattle Mariners",away,PREMIUM,1.5,1,LOSS,72.39,59.4,6,"f9e3d0:77%,4b912c:68%"
2026-06-30,MLB,ML,"Miami Marlins @ Colorado Rockies",away,LEAN,4,1,WIN,83.93,67.27,6,"a82a75:100%,4b912c:68%"
2026-06-30,MLB,ML,"Minnesota Twins @ Houston Astros",away,LOCK,3,1,LOSS,40.27,40.27,2,"1e8f33:51%,ac9705:30%"
2026-06-30,MLB,ML,"Tampa Bay Rays @ Kansas City Royals",away,WEAK,3,1,WIN,88.77,71.32,6,"a82a75:100%,bc35e3:78%"
2026-06-30,MLB,ML,"Texas Rangers @ Cleveland Guardians",home,PREMIUM,4,1,LOSS,65.87,65.87,2,"0f9d74:68%,7703d4:64%"
2026-06-30,MLB,ML,"Washington Nationals @ Boston Red Sox",away,PREMIUM,2.5,1,WIN,88.77,66.85,9,"a82a75:100%,bc35e3:78%"
2026-06-30,SOC,ML,"Ecuador @ Mexico",home,LEAN,2.5,1,WIN,67.15,57.25,5,"9a69c2:70%,5b1e50:64%"
2026-06-30,SOC,ML,"Norway @ Côte d'Ivoire",away,WEAK,4,1,WIN,87.34,62.35,13,"a82a75:100%,af1697:75%"
2026-06-30,SOC,ML,"Sweden @ France",home,ELITE,1,1,WIN,70.04,55.83,11,"bc44b0:70%,9a69c2:70%"
2026-07-01,MLB,ML,"Cincinnati Reds @ Milwaukee Brewers",home,PREMIUM,6,1,WIN,88.68,69.81,8,"a82a75:100%,bc35e3:77%"
2026-07-01,MLB,ML,"Detroit Tigers @ New York Yankees",home,ELITE,5,1,LOSS,72.74,60.86,5,"45fc26:78%,0f9d74:68%"
2026-07-01,MLB,ML,"Minnesota Twins @ Houston Astros",away,LOCK,4,1,WIN,69.09,59.13,6,"4b912c:70%,0f9d74:68%"
2026-07-01,MLB,ML,"Pittsburgh Pirates @ Philadelphia Phillies",away,WEAK,2.5,1,LOSS,73.93,69,6,"bc35e3:77%,4b912c:70%"
2026-07-01,MLB,ML,"Texas Rangers @ Cleveland Guardians",away,WEAK,2.5,1,LOSS,69.03,59.64,7,"9a69c2:70%,0f9d74:68%"
2026-07-01,SOC,ML,"Senegal @ Belgium",draw,LEAN,1,1,WIN,68.52,51.14,4,"9a69c2:70%,bd2d54:67%"
2026-07-02,MLB,ML,"Cincinnati Reds @ Milwaukee Brewers",home,WEAK,3,1,LOSS,83.93,63.85,7,"a82a75:95%,9a69c2:72%"
2026-07-02,MLB,ML,"Detroit Tigers @ Texas Rangers",away,LEAN,1,1,LOSS,67.93,67.93,2,"bc44b0:70%,eeabaf:66%"
2026-07-02,MLB,ML,"Miami Marlins @ Colorado Rockies",away,ELITE,4,1,LOSS,73.11,61.42,9,"45fc26:74%,9a69c2:72%"
2026-07-02,MLB,ML,"Pittsburgh Pirates @ Philadelphia Phillies",away,ELITE,2.5,1,WIN,71.76,68.67,3,"9a69c2:72%,4b912c:71%"
2026-07-02,MLB,ML,"Tampa Bay Rays @ Kansas City Royals",away,LOCK,5,1,WIN,66.98,58.29,5,"0f9d74:68%,5b1e50:66%"
2026-07-02,SOC,ML,"Algeria @ Switzerland",home,WEAK,2.5,1,WIN,75.03,62.03,6,"bc35e3:78%,9a69c2:72%"
2026-07-03,MLB,ML,"Milwaukee Brewers @ Arizona Diamondbacks",away,ELITE,1,1,WIN,68.99,62.77,3,"4b912c:72%,5b1e50:66%"
2026-07-03,MLB,ML,"Pittsburgh Pirates @ Washington Nationals",home,PREMIUM,5,1,WIN,63.96,59.1,4,"5b1e50:66%,ad88a3:62%"
2026-07-03,MLB,ML,"Tampa Bay Rays @ Houston Astros",away,PREMIUM,5,1,WIN,70.04,61.79,6,"4b912c:72%,0f9d74:68%"
2026-07-03,SOC,ML,"Cabo Verde @ Argentina",home,ELITE,1,1,LOSS,84.64,63.85,10,"a82a75:96%,40d814:73%"
2026-07-03,SOC,ML,"Egypt @ Australia",away,WEAK,2.5,1,LOSS,66.92,53.61,9,"0f9d74:68%,12ad50:66%"
2026-07-03,SOC,ML,"Ghana @ Colombia",home,ELITE,6,1,WIN,66.41,58.13,7,"946418:67%,5b1e50:66%"
2026-07-04,MLB,ML,"Baltimore Orioles @ Cincinnati Reds",away,PREMIUM,2.5,1,WIN,83.86,70.71,6,"a82a75:96%,7923c4:71%"
2026-07-04,MLB,ML,"Miami Marlins @ Athletics",away,WEAK,4,1,WIN,71.4,61.08,5,"9a69c2:73%,4b912c:70%"
2026-07-04,MLB,ML,"Milwaukee Brewers @ Arizona Diamondbacks",away,ELITE,5,1,LOSS,69.4,62.03,6,"4b912c:70%,0f9d74:69%"
2026-07-04,SOC,ML,"France @ Paraguay",away,ELITE,6,1,WIN,63.02,50.55,6,"5b1e50:66%,4edc5b:60%"
2026-07-04,SOC,ML,"Morocco @ Canada",away,WEAK,3,1,WIN,75.32,51.46,29,"bc35e3:78%,9a69c2:73%"
2026-07-05,MLB,ML,"Boston Red Sox @ Los Angeles Angels",away,LOCK,1,1,WIN,69.37,64.59,5,"0f9d74:70%,bc44b0:69%"
2026-07-05,MLB,ML,"Minnesota Twins @ New York Yankees",home,PREMIUM,4,1,LOSS,67.84,59.11,3,"0f9d74:70%,5b1e50:66%"
2026-07-05,MLB,ML,"New York Mets @ Atlanta Braves",home,LEAN,5,1,LOSS,83.65,64.24,8,"a82a75:97%,9a69c2:70%"
2026-07-05,MLB,ML,"St. Louis Cardinals @ Chicago Cubs",home,PREMIUM,4,1,WIN,69.29,66.66,4,"0f9d74:70%,4b912c:69%"
2026-07-05,MLB,ML,"Tampa Bay Rays @ Houston Astros",away,PREMIUM,2.5,1,LOSS,82.96,73.07,3,"a82a75:97%,4b912c:69%"
2026-07-05,SOC,ML,"England @ Mexico",away,WEAK,1.5,1,WIN,69.37,55.59,12,"0f9d74:70%,bc44b0:69%"
2026-07-05,SOC,ML,"Norway @ Brazil",home,LEAN,1,1,LOSS,64.39,48.53,12,"bc8b21:67%,e70853:62%"
2026-07-06,MLB,ML,"Arizona Diamondbacks @ San Diego Padres",away,LOCK,2.5,1,WIN,67.17,61.45,3,"4b912c:68%,5b1e50:66%"
2026-07-06,MLB,ML,"Houston Astros @ Washington Nationals",away,LOCK,2.5,1,LOSS,62.99,61.02,3,"eeabaf:65%,ad88a3:61%"
2026-07-06,MLB,ML,"Milwaukee Brewers @ St. Louis Cardinals",away,WEAK,4,1,WIN,68.9,62.88,6,"0f9d74:70%,4b912c:68%"
2026-07-06,MLB,ML,"Philadelphia Phillies @ Kansas City Royals",away,WEAK,3,1,LOSS,87.13,63.99,11,"a82a75:97%,bc35e3:77%"
2026-07-06,SOC,ML,"Belgium @ United States",home,WEAK,1.5,1,LOSS,70.64,54.36,20,"4f821d:71%,0f9d74:70%"
2026-07-06,SOC,ML,"Spain @ Portugal",away,WEAK,3,1,WIN,76.6,54.72,16,"ad4d8b:83%,0f9d74:70%"
2026-07-07,MLB,ML,"Atlanta Braves @ Pittsburgh Pirates",away,PREMIUM,2.5,1,LOSS,58.94,58.94,2,"eeabaf:66%,a10ff5:52%"
2026-07-07,MLB,ML,"Colorado Rockies @ Los Angeles Dodgers",home,LOCK,4,1,LOSS,74.39,61.97,8,"0cd77e:80%,4b912c:69%"
2026-07-07,MLB,ML,"Philadelphia Phillies @ Cincinnati Reds",away,PREMIUM,4,1,WIN,63.39,59.83,3,"eeabaf:66%,ad88a3:61%"
2026-07-07,MLB,ML,"Seattle Mariners @ Miami Marlins",away,LEAN,2.5,1,LOSS,73.13,66.39,6,"bc35e3:77%,4b912c:69%"
2026-07-07,SOC,ML,"Egypt @ Argentina",home,WEAK,4,1,WIN,79.25,48.63,8,"c29d59:100%,c911a4:59%"
2026-07-08,MLB,ML,"Cleveland Guardians @ Minnesota Twins",away,LOCK,2.5,1,LOSS,53.76,53.76,2,"4c64aa:58%,f2f960:50%"
2026-07-08,MLB,ML,"Colorado Rockies @ Los Angeles Dodgers",home,LOCK,5,1,WIN,73.47,63.48,7,"0cd77e:81%,eeabaf:66%"
2026-07-08,MLB,ML,"Toronto Blue Jays @ San Francisco Giants",home,LEAN,2.5,1,LOSS,68.62,67.6,3,"40d814:72%,4b912c:66%"
2026-07-09,MLB,ML,"Arizona Diamondbacks @ San Diego Padres",away,ELITE,2.5,1,WIN,74.79,73.23,3,"bc35e3:77%,0cd77e:72%"
2026-07-09,MLB,ML,"Colorado Rockies @ San Francisco Giants",home,ELITE,1,1,WIN,59.52,59.52,1,"f2f960:60%"
2026-07-09,SOC,ML,"Morocco @ France",home,ELITE,6,1,WIN,68.07,48.54,15,"348973:71%,e1f804:65%"
2026-07-10,MLB,ML,"Cleveland Guardians @ Miami Marlins",away,ELITE,2.5,1,WIN,83.5,79.09,3,"a82a75:90%,bc35e3:77%"
2026-07-10,MLB,ML,"Athletics @ Chicago White Sox",home,LEAN,5,1,WIN,66.76,61.91,4,"0cd77e:74%,705ba1:60%"
2026-07-10,MLB,ML,"Philadelphia Phillies @ Detroit Tigers",home,ELITE,6,1,WIN,71.21,71.21,2,"0cd77e:74%,ac9705:69%"
2026-07-10,MLB,ML,"Seattle Mariners @ Tampa Bay Rays",away,LEAN,2.5,1,LOSS,69.63,64.25,6,"0f9d74:70%,bc44b0:69%"
2026-07-11,MLB,ML,"Boston Red Sox @ New York Mets",home,LEAN,4,1,LOSS,67.09,62.17,3,"bc35e3:77%,4c64aa:57%"
2026-07-11,MLB,ML,"Houston Astros @ Texas Rangers",home,PREMIUM,3,1,LOSS,76.86,69.67,3,"a82a75:89%,7da3d5:65%"
2026-07-11,MLB,ML,"New York Yankees @ Washington Nationals",home,LOCK,4,1,LOSS,82.8,75.16,4,"a82a75:89%,bc35e3:77%"
2026-07-11,SOC,ML,"Switzerland @ Argentina",home,ELITE,4,1,LOSS,51.66,39.12,5,"c911a4:56%,a0cff6:47%"
2026-07-12,MLB,ML,"Atlanta Braves @ St. Louis Cardinals",home,ELITE,3,1,LOSS,66.67,66.67,1,"0cd77e:67%"
2026-07-12,MLB,ML,"Colorado Rockies @ San Francisco Giants",home,ELITE,3,1,WIN,61.59,61.59,2,"0cd77e:67%,cd2f63:57%"
2026-07-12,MLB,ML,"Milwaukee Brewers @ Pittsburgh Pirates",away,PREMIUM,2.5,1,LOSS,68.06,66.73,3,"0f9d74:69%,0cd77e:67%"
2026-06-03,MLB,SPREAD,"Los Angeles Dodgers @ Arizona Diamondbacks",away,LOCK,1,1,WIN,59.86,59.86,2,"1e8f33:62%,cd2f63:58%"
2026-06-03,NBA,SPREAD,"Knicks @ Spurs",away,WEAK,0.25,1,WIN,78.51,65.32,14,"b839b3:80%,cdb33b:77%"
2026-06-04,MLB,SPREAD,"Los Angeles Dodgers @ Arizona Diamondbacks",away,ELITE,5,1,LOSS,62.95,62.95,2,"1e8f33:68%,cd2f63:58%"
2026-06-05,MLB,SPREAD,"Tampa Bay Rays @ Miami Marlins",away,LEAN,0.5,1,WIN,68.75,68.75,1,"1e8f33:69%"
2026-06-05,NBA,SPREAD,"Knicks @ Spurs",home,WEAK,0.25,1,LOSS,93.75,68.24,9,"348973:100%,bbd49f:88%"
2026-06-07,MLB,SPREAD,"Pittsburgh Pirates @ Atlanta Braves",away,PREMIUM,3,1,WIN,59.45,59.45,2,"1e8f33:66%,10c684:53%"
2026-06-08,NBA,SPREAD,"Spurs @ Knicks",away,ELITE,5,1,WIN,79.56,68.14,8,"8ce2ce:80%,bc35e3:79%"
2026-06-09,MLB,SPREAD,"Chicago Cubs @ Colorado Rockies",home,PREMIUM,3,1,WIN,63.24,63.24,1,"1e8f33:63%"
2026-06-09,NHL,SPREAD,"Hurricanes @ Golden Knights",away,PREMIUM,1,1,WIN,66.14,66.14,1,"bc3532:66%"
2026-06-11,MLB,SPREAD,"Atlanta Braves @ Chicago White Sox",away,PREMIUM,2.5,1,PUSH,70.46,57.04,5,"5b1e50:74%,2f2a9e:67%"
2026-06-12,MLB,SPREAD,"Los Angeles Dodgers @ Chicago White Sox",away,LOCK,1,1,LOSS,63.27,63.27,1,"1e8f33:63%"
2026-06-12,MLB,SPREAD,"Philadelphia Phillies @ Milwaukee Brewers",home,LEAN,0.5,1,WIN,60.66,55.99,4,"1e8f33:63%,2f2a9e:58%"
2026-06-12,MLB,SPREAD,"Tampa Bay Rays @ Los Angeles Angels",away,LOCK,1,1,LOSS,63.27,63.27,1,"1e8f33:63%"
2026-06-13,MLB,SPREAD,"Arizona Diamondbacks @ Cincinnati Reds",away,LOCK,1,1,LOSS,62.39,62.39,1,"1e8f33:62%"
2026-06-13,MLB,SPREAD,"Detroit Tigers @ Cleveland Guardians",home,LOCK,1,1,WIN,62.39,62.39,1,"1e8f33:62%"
2026-06-13,MLB,SPREAD,"Los Angeles Dodgers @ Chicago White Sox",away,LOCK,1,1,WIN,61,61,2,"1e8f33:62%,2f2a9e:60%"
2026-06-13,MLB,SPREAD,"Tampa Bay Rays @ Los Angeles Angels",away,LOCK,1,1,LOSS,62.39,62.39,1,"1e8f33:62%"
2026-06-14,MLB,SPREAD,"Chicago Cubs @ San Francisco Giants",away,ELITE,5,1,LOSS,68.78,68.78,1,"eeabaf:69%"
2026-06-14,MLB,SPREAD,"Los Angeles Dodgers @ Chicago White Sox",away,PREMIUM,3,1,LOSS,62.77,62.77,2,"eeabaf:69%,2f2a9e:57%"
2026-06-14,MLB,SPREAD,"Miami Marlins @ Pittsburgh Pirates",away,LOCK,1,1,WIN,66.11,66.11,2,"5b1e50:75%,1e8f33:57%"
2026-06-15,MLB,SPREAD,"Colorado Rockies @ Chicago Cubs",away,PREMIUM,3,1,WIN,56.72,56.72,1,"1e8f33:57%"
2026-06-19,MLB,SPREAD,"Cincinnati Reds @ New York Yankees",home,PREMIUM,4,1,WIN,55.84,52.52,4,"cd2f63:57%,f2d227:55%"
2026-06-19,MLB,SPREAD,"Chicago White Sox @ Detroit Tigers",away,LOCK,3,1,WIN,53.11,53.11,1,"1e8f33:53%"
2026-06-25,MLB,SPREAD,"New York Yankees @ Boston Red Sox",away,ELITE,4,1,LOSS,61.97,58.36,3,"5b1e50:69%,f2d227:55%"
2026-06-26,MLB,SPREAD,"Philadelphia Phillies @ New York Mets",away,PREMIUM,2.5,1,LOSS,59.15,48.32,3,"eeabaf:68%,1e8f33:50%"
2026-06-27,MLB,SPREAD,"Miami Marlins @ St. Louis Cardinals",away,PREMIUM,4,1,WIN,59.33,59.33,2,"8ec926:64%,f2d227:55%"
2026-06-28,MLB,SPREAD,"Los Angeles Dodgers @ San Diego Padres",home,LEAN,3,1,LOSS,50.55,50.55,1,"1e8f33:51%"
2026-06-28,MLB,SPREAD,"Miami Marlins @ St. Louis Cardinals",away,LOCK,4,1,WIN,58.67,58.67,2,"8ec926:63%,f2d227:54%"
2026-06-30,MLB,SPREAD,"St. Louis Cardinals @ Atlanta Braves",away,PREMIUM,4,1,WIN,66.17,62.6,4,"4b912c:68%,5b1e50:64%"
2026-07-01,MLB,SPREAD,"Los Angeles Dodgers @ Athletics",away,WEAK,3,1,LOSS,51.06,51.06,1,"1e8f33:51%"
2026-07-01,MLB,SPREAD,"Pittsburgh Pirates @ Philadelphia Phillies",away,ELITE,5,1,LOSS,67.89,67.89,2,"4b912c:70%,5b1e50:65%"
2026-07-02,MLB,SPREAD,"Cincinnati Reds @ Milwaukee Brewers",away,LOCK,4,1,WIN,68.45,68.45,2,"4b912c:71%,5b1e50:66%"
2026-07-03,MLB,SPREAD,"Minnesota Twins @ New York Yankees",away,WEAK,3,1,LOSS,61.75,61.75,2,"4b912c:72%,1e8f33:52%"
2026-07-04,MLB,SPREAD,"Baltimore Orioles @ Cincinnati Reds",away,ELITE,4,1,WIN,68.05,60.18,3,"4b912c:70%,5b1e50:66%"
2026-07-04,MLB,SPREAD,"New York Mets @ Atlanta Braves",away,PREMIUM,4,1,LOSS,68.05,60.62,5,"4b912c:70%,5b1e50:66%"
2026-07-05,MLB,SPREAD,"San Diego Padres @ Los Angeles Dodgers",away,ELITE,6,1,WIN,73.37,62.1,6,"bc35e3:78%,4b912c:69%"
2026-07-07,MLB,SPREAD,"Atlanta Braves @ Pittsburgh Pirates",away,LEAN,3,1,LOSS,68.2,64.81,4,"4b912c:69%,bc44b0:68%"
2026-07-07,MLB,SPREAD,"Colorado Rockies @ Los Angeles Dodgers",away,LOCK,2.5,1,WIN,78.74,67.62,6,"0cd77e:80%,bc35e3:77%"
2026-07-08,MLB,SPREAD,"Atlanta Braves @ Pittsburgh Pirates",away,LEAN,1.5,1,WIN,67.01,63.58,4,"bc44b0:68%,4b912c:66%"
2026-07-08,MLB,SPREAD,"Colorado Rockies @ Los Angeles Dodgers",away,LOCK,2.5,1,WIN,79.23,67.38,5,"0cd77e:81%,bc35e3:77%"
2026-07-08,MLB,SPREAD,"Athletics @ Detroit Tigers",home,WEAK,2.5,1,WIN,65.63,65.63,2,"0cd77e:81%,f2f960:50%"
2026-07-09,MLB,SPREAD,"Atlanta Braves @ Pittsburgh Pirates",away,LEAN,2.5,1,WIN,66.14,62.92,3,"bc44b0:69%,7da3d5:64%"
2026-07-09,MLB,SPREAD,"Philadelphia Phillies @ Cincinnati Reds",away,LEAN,4,1,LOSS,60.99,60.99,2,"70135d:65%,cd2f63:56%"
2026-07-10,MLB,SPREAD,"Atlanta Braves @ St. Louis Cardinals",home,PREMIUM,4,1,WIN,59.09,59.09,1,"f2f960:59%"
2026-07-10,MLB,SPREAD,"Athletics @ Chicago White Sox",away,PREMIUM,5,1,LOSS,66.31,66.31,2,"0cd77e:74%,f2f960:59%"
2026-07-12,MLB,SPREAD,"Atlanta Braves @ St. Louis Cardinals",home,LEAN,1,1,LOSS,66.67,66.67,1,"0cd77e:67%"
2026-06-01,MLB,TOTAL,"Kansas City Royals @ Cincinnati Reds",under,LOCK,1,1,LOSS,71.71,66.5,6,"12192c:72%,7923c4:72%"
2026-06-01,MLB,TOTAL,"San Francisco Giants @ Milwaukee Brewers",under,ELITE,5,1,LOSS,62.51,62.51,2,"eeabaf:67%,cd2f63:58%"
